row_no,jobref,position,company,jobdesc_snippet,opening_date,closing_date,town,row_type
857.0,661963,Travel Executive / Junior Travel Executive,Metro Leisure (Pvt) Ltd,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
858.0,661962,Deputy General Manager,DIC Lanka (Pvt) Ltd,Minimum 10 years of relevant experience as the Head of an organization with company-wide responsibilities in a manufacturing environment;,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
859.0,661961,SALES COORDINATOR (1),Akbar Brothers (Pvt) Limited,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
860.0,661960,Digital Marketing Coordinator,Kay Jay Group,good education background in Graphic Designing and Digital Marketing.,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
861.0,661959,SALES ASSISTANT (1),Akbar Brothers (Pvt) Limited,Please refer the advertisement,Thu Jul 04 2019,,Wed Jul 10 2019,yellow
862.0,661958,Sales Executive - Homagama (TOP URGENT) (1),Maritime Placements (Pvt) Ltd,Please refer the advert,Thu Jul 04 2019,,Sun Jul 07 2019,yellow
863.0,661957,Programme & Administration Assistant,Vishva Niketan International Peace Centre,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
865.0,661955,Seller Support Officer,Daraz.lk,Bachelor's Degree / Any other,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
866.0,661954,Accountant,Company Name Withheld,Partly Qualified or Passed Finalist in ICASL,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
867.0,661953,Tele Callers - Piliyandala,SOS Children's Village - Sri Lanka,Age - 18-30 Years,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
868.0,661952,Assistant Librarian,Vishva Niketan International Peace Centre,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
869.0,661951,Driver - TOP URGENT (1),Maritime Placements (Pvt) Ltd,Please refer the advert,Thu Jul 04 2019,,Sun Jul 07 2019,yellow
870.0,661950,Senior Project Manager - ERP (1),KPMG Executive Search Private Limited,Please refer advert.,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
873.0,661947,Production & Supply Chain Executive,Metal Components Services,Age below 35,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
874.0,661946,IT Executive,Metal Components Services,Age below 30,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
875.0,661945,Database Administrator - Oracle / MySQL (1),Jobfactory,3-5 years? of relevant experience. An attractive remuneration package above industry standards.,Thu Jul 04 2019,,Sun Jul 14 2019,yellow
876.0,661944,Executive - Retail Products,Cargills Bank Ltd,Minimum 3 Years working experience in banking industry,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
877.0,661943,Study and Work in Canada (10),Morgan HR,Refer the advertisement,Thu Jul 04 2019,,Sat Jul 06 2019,yellow
878.0,661942,Electrical Engineer,Ceylon Beverage Can (Pvt) Ltd,Bachelor's degree from a recognized university in the field of engineering (Electrical),Thu Jul 04 2019,,Thu Jul 18 2019,yellow
879.0,661941,Program Support Officer,Internews Network,This position is open to Sri Lankan nationals only.,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
881.0,661939,Senior PHP Engineer (1),KPMG Executive Search Private Limited,Please refer advert.,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
884.0,661936,Receptionist / Telephone Operator,Alaris Lanka (Pvt) Ltd,Female below 30 years of age.,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
885.0,661935,Retail Store Manager -Cotton Collection (Colombo 04) (1),Softlogic Holdings PLC,Please refer the advertisement,Thu Jul 04 2019,,Fri Jul 12 2019,yellow
886.0,661934,Assistant Engineers (IOT / SMART Technologies),Cubik Engineering Co (Pvt) Ltd,Degree / Diploma in Electrical / Electronics Engineering,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
887.0,661933,Accountant / Assistant Accountant (1),Maritime Placements (Pvt) Ltd,Accountant / Assistant Accountant,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
888.0,661932,Data Entry Operators,TR Associates,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
889.0,661931,BackEnd Developer (PHP) (1),Maritime Placements (Pvt) Ltd,Location :- Colombo 03 ....,Thu Jul 04 2019,,Sun Aug 04 2019,yellow
890.0,661930,senior systems engineer (0365 and Azure) (1),Maritime Placements (Pvt) Ltd,Microsoft Certification is a must ....,Thu Jul 04 2019,,Sun Aug 04 2019,yellow
891.0,661929,Security Sales Solution Executive (1),Maritime Placements (Pvt) Ltd,Location: Rajagiriya,Thu Jul 04 2019,,Sun Aug 04 2019,yellow
892.0,661926,Data Entry Analyst (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please refer the advertisement for more information.,Thu Jul 04 2019,,Fri Jul 19 2019,yellow
893.0,661925,Store Keeper / Assistant Store Keeper,Dynamic AV Technologies (Pvt) Ltd,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
894.0,661924,Study and Work in Canada (10),Morgan HR,Refer the advertistment,Thu Jul 04 2019,,Sat Jul 06 2019,yellow
896.0,661921,School leaver-Data Entry (Ekala) (1),Jobfactory,School leavers are encouraged apply ....,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
897.0,661919,Study in canada (10),Morgan HR,Please refer the Advertisement below,Thu Jul 04 2019,,Sat Jul 13 2019,yellow
898.0,661918,Cashier (Mabole) (1),Aitken Spence Logistics,Please refer the advertisement for more information,Thu Jul 04 2019,,Sat Jul 13 2019,yellow
899.0,661917,Office Assistant (Male) - TOP URGENT (1),Maritime Placements (Pvt) Ltd,Please refer the advert,Thu Jul 04 2019,,Sun Jul 07 2019,yellow
902.0,661913,Accounts Executive - TOP URGENT (1),Maritime Placements (Pvt) Ltd,Please refer the advert,Thu Jul 04 2019,,Sun Jul 07 2019,yellow
903.0,661912,REACT NATIVE MOBILE APP DEVELOPER - COLOMBO (1),Manpower Sri Lanka,Immediate recruitment - refer the attached advet!,Thu Jul 04 2019,,Sat Jul 20 2019,yellow
904.0,661910,BUSINESS DEVELOPMENT MANAGERS (1),Manpower Sri Lanka,Immediate recruitment - refer the attached advert: Locations ANURADHAPURA / BATTICALOA / CHILAW / ARUGAMBAY / YALA / DAMBULLA / POLONNARUWA / NUWARA EL ....,Thu Jul 04 2019,,Wed Jul 31 2019,yellow
905.0,661909,SENIOR QUALITY ASSURANCE ENGINEER - COLOMBO (1),Manpower Sri Lanka,Immediate recruitment - refer the attached advert!,Thu Jul 04 2019,,Sat Jul 20 2019,yellow
906.0,661907,Executive - Sales - Air Global (Pvt) Limited,Hayleys Group,Join the World of Hayleys,Thu Jul 04 2019,,Sun Jul 14 2019,yellow
907.0,661906,Assistant Manager - Warehouse (Wattala) (1),Aitken Spence Logistics,Please refer the advertisement for more information,Thu Jul 04 2019,,Sat Jul 13 2019,yellow
908.0,661905,Executive - HR (1),Hemas Holdings PLC,Pls refer the advertisement,Thu Jul 04 2019,,Sun Jul 07 2019,yellow
909.0,661904,Supervisor - Warehouse (Wattala) (1),Aitken Spence Logistics,Please refer the advertisement for more information,Thu Jul 04 2019,,Sat Jul 13 2019,yellow
910.0,661903,Assistant Manager - IT Governance Risk and Compliance (GRC) (1),KPMG Executive Search Private Limited,Please refer the Advert,Thu Jul 04 2019,,Mon Jul 22 2019,yellow
912.0,661901,How to face an interview (1),Smart Quest (Pvt)Ltd,Pls refer attached brochure.,Thu Jul 04 2019,,Wed Jul 24 2019,yellow
913.0,661900,Assistant Manager - IT Governance Risk and Compliance (GRC) (1),KPMG Executive Search Private Limited,Please refer the advert,Thu Jul 04 2019,,Mon Jul 22 2019,yellow
914.0,661899,How to face an Interview (1),Smart Quest (Pvt)Ltd,Please refer the advert,Thu Jul 04 2019,,Wed Jul 24 2019,yellow
915.0,661898,Manager - Operations,Sysco LABS,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
916.0,661897,Assistant Manager - Sales - Air Global (Pvt) Limited,Hayleys Group,Join the World of Hayleys.,Thu Jul 04 2019,,Sun Jul 14 2019,yellow
917.0,661895,Technical Assistant (Production) / Production Supervisor - Male,Lanka Tiles PLC,Have passed G.C.E.(A/L) examination in Science stream with a credit pass in Physics or Chemistry and possess a minimum of 3 years experience as a Technical ....,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
918.0,661894,Accounts Intern (1),Jobfactory,Currently following CIMA first level ....,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
919.0,661893,Guest Relations Executive,"The Palms, Beruwala",Minimum 3 ? 4 years experience in a similar capacity.,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
920.0,661892,Executive- Airline Reservations & Ticketing - Air Global (Pvt) Limited,Hayleys Group,Join the World of Hayleys.,Thu Jul 04 2019,,Sun Jul 14 2019,yellow
921.0,661891,How to face an interview (1),Smart Quest (Pvt)Ltd,Refer the attached flyer.,Thu Jul 04 2019,,Wed Jul 24 2019,yellow
922.0,661890,IT Intern - Male (1),Jobfactory,,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
924.0,661872,Sales & Marketing Manager (1),KPMG Executive Search Private Limited,Please refer advert.,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
927.0,661865,Assistant Manager - IT Governance Risk and Compliance (GRC) (1),KPMG Executive Search Private Limited,Please Refer the Advert,Thu Jul 04 2019,,Mon Jul 22 2019,yellow
929.0,661858,Office Assistant (1),Mobizz Recruitment,Please refer the advertisement,Thu Jul 04 2019,,Sun Jul 07 2019,yellow
930.0,661856,Restaurant Vacancies,Indian Summer Restaurants,We are looking for vibrant Team Members who can deliver services of our International Standards.,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
931.0,661855,ACCOUNTANT (MALDIVES) (1),Maritime International Limited,"Our client, a luxury Resort hotel builder in Maldives is looking for a Part qualified Accountant. Must be a high caliber person with experience in the Cons ....",Thu Jul 04 2019,,Wed Jul 10 2019,yellow
932.0,661853,Department Secretary (1),TARGET CONSULTING,please refer the advert,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
933.0,661851,Customer Care Assistant,I.C.A.N. Advertising (Pvt) Ltd,Good communication skil,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
934.0,661850,BUSINESS DEVELOPMENT EXECUTIVES ? COLOMBO FOR A PRESTIGIOUS BANK (1),TARGET CONSULTING,please refer the advert,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
935.0,661849,Teachers - English / Human Biology,Harcourts International School,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
936.0,661847,Nail technician (1),TARGET CONSULTING,please refer the advert,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
937.0,661846,Senior Accounts Executive / Accounts Executive,CPA Finance,"CA Sri Lanka, CIMA UK or ACCA Partly qualified",Thu Jul 04 2019,,Thu Jul 18 2019,yellow
938.0,661845,TRAINEE SALES COORDINATOR (1),TARGET CONSULTING,please refer the advert,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
939.0,661844,Business Development Executive,Cotecna Lanka (Pvt) Ltd,Age should be below 40,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
940.0,661843,QA Engineer,EFutures (Pvt) Ltd,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
941.0,661842,Assistant Accountant (Taxation) - Male (1),BLUESTEPS,"Minimum of 04 years experience in Finance and Accounting, preferably with a sound experience in Taxation.",Thu Jul 04 2019,,Thu Jul 18 2019,yellow
942.0,661841,Assistant Accountant (Taxation) - Male (1),BLUESTEPS,"Minimum of 04 years experience in Finance and Accounting, preferably with a sound experience in Taxation",Thu Jul 04 2019,,Thu Jul 11 2019,yellow
943.0,661840,TRAINEE ACCOUNTS CLERK (1),TARGET CONSULTING,please refer the advert,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
944.0,661839,Assistant Accountant (Taxation) - Male (1),BLUESTEPS,"Minimum of 04 years experience in Finance and Accounting, preferably with a sound experience in Taxation.",Thu Jul 04 2019,,Thu Jul 11 2019,yellow
945.0,661837,Accounts Clerk,Edward and Christie,Fully or Partly qualified in AAT,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
946.0,661836,Project Engineers / Senior / Junior / Trainee Technical Officers,Balkan Construction (Pvt) Ltd,Multi - Storey Building sites in Colombo Area,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
947.0,661835,Manager Operation (Male),Malay Restaurant,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
948.0,661833,Software Engineer / Senior Software Engineer - Ember / Angualr / React / Ruby on Rails / Sinatra,Aeturnum Lanka (Pvt) Ltd,Bachelor's degree in Information Technology / Software Engineering,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
949.0,661830,Chef Manager,Wishque (Pvt) Ltd,Work experience at a cafe or a shop,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
950.0,661829,Content Executive,Daraz.lk,Diploma / Degree in IT,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
951.0,661825,Tech Lead,Apptizer Inc,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
952.0,661824,Systems Engineer (1),Hirdaramani - H ONE (PVT) LIMITED,Pls refer advertisement,Thu Jul 04 2019,,Wed Jul 31 2019,yellow
953.0,661823,CUSTOMER SUPPORT ASSOCIATE : Colombo 8 (Male) (1),BLUESTEPS,? G.C.E. A/L in Science Stream with pass for Chemistry;,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
954.0,661822,Graduate Trainee - Infrastructure Solutions (Security) (1),Hirdaramani - H ONE (PVT) LIMITED,Pls refer advertisement,Thu Jul 04 2019,,Wed Jul 31 2019,yellow
955.0,661821,CUSTOMER SUPPORT ASSOCIATE : Colombo 8 (Male) (1),BLUESTEPS,G.C.E. A/L in Science Stream with pass for Chemistry;,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
956.0,661819,AC Technician (1),Debug Group of Companies,Please refer the advertisement,Thu Jul 04 2019,,Mon Jul 08 2019,yellow
957.0,661818,Officer / Junior Executive - Call Centre (1),AIA Insurance Lanka PLC,Please refer the advert ....,Thu Jul 04 2019,,Sun Jul 07 2019,yellow
961.0,661814,Marine Technician (1),Debug Group of Companies,Please refer the advertisement,Thu Jul 04 2019,,Mon Jul 08 2019,yellow
962.0,661813,Accountant,Diana Trading (Pvt) Ltd,Around 2 years of working experience in a similar role will be an added advantage.,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
964.0,661805,Sous Chef,Summerfields Banquets and Restaurant,5 year working experience in a similar position is required.,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
966.0,661803,PROCESS DEVELOPMENT SENIOR MANAGER- R & D (EKALA) (1),Camso Loadstar,Please refer the advertisement,Thu Jul 04 2019,,Fri Jul 19 2019,yellow
967.0,661802,IT Service Executive,Rajeeda Holdings (Pvt) Ltd,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
968.0,661801,PROCESS DEVELOPMENT SENIOR TECHNOLOGIST- EKALA (1),Camso Loadstar,Please refer the advertisement,Thu Jul 04 2019,,Fri Jul 19 2019,yellow
969.0,661800,QA Engineer,Omobio Pvt Ltd,2+ years experience,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
970.0,661799,Front End Developer (1),DCI Recruitment (Pvt) Ltd,As per attachment#DCIRecruitment,Thu Jul 04 2019,,Sun Jul 14 2019,yellow
971.0,661798,Tech Lead (Front End),Omobio Pvt Ltd,Prior experience in Telecommunication industry.,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
972.0,661797,Senior Executive Sales Training - Western Province (1),AIA Insurance Lanka PLC,Please refer the advert,Thu Jul 04 2019,,Sun Jul 07 2019,yellow
974.0,661795,Trainee Lab analyst,Micronet Global Services (Pvt) Ltd,Please refer the advertisement,Thu Jul 04 2019,,Sun Jul 07 2019,yellow
975.0,661794,Fair Trade (CSR) Coordinator,Serendipol (Pvt) Ltd,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
977.0,661792,Sales Representative (1),John Keells Holdings PLC,Please refer the advertisement,Thu Jul 04 2019,,Fri Jul 12 2019,yellow
978.0,661791,Management Executive - Production,Biotech Asia (Pvt) Ltd,A Degree in Bioscience,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
979.0,661790,Data Entry Operator (1),DCI Recruitment (Pvt) Ltd,As per attachment#DCIRecruitment,Thu Jul 04 2019,,Sun Jul 14 2019,yellow
981.0,661787,Production Internship / Work Study Associate (1),Richard Pieris & Company PLC,Please refer the advertisement,Thu Jul 04 2019,,Sun Jul 14 2019,yellow
982.0,661786,Production Internship / Work Study Associate (4),Richard Pieris & Company PLC,Please refer the advertisement,Thu Jul 04 2019,,Sun Jul 14 2019,yellow
983.0,661785,PdM Technician (1),Camso Loadstar,Please refer the advertisement,Thu Jul 04 2019,,Fri Jul 19 2019,yellow
984.0,661784,IT Assistant cum E Commerce Officer,Aklan International (Pvt) Ltd,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
985.0,661783,Maintenance Team Leader - Ekala (1),Camso Loadstar,Please refer the advertisement,Thu Jul 04 2019,,Fri Jul 19 2019,yellow
986.0,661782,Senior Accountant,Dino Accounting & Taxation (Pty) Ltd,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
987.0,661781,Secretary to Finance Manager ? TOP URGENT (1),Maritime Placements (Pvt) Ltd,Please refer the Advertisement.,Thu Jul 04 2019,,Sat Jul 06 2019,yellow
988.0,661780,Structural Draughtsman,Lexduco (Pvt) Ltd,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
989.0,661779,Procurement Associate - RC (1),Camso Loadstar,Please refer the advertisement,Thu Jul 04 2019,,Fri Jul 19 2019,yellow
990.0,661778,Insurance executive (Jaffna) (1),Jobfactory,Minimum 1-3 years experience in sales,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
991.0,661777,Engineering Assistant-PABX (1),Metropolitan Group Of Companies,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
992.0,661776,Accounts Assistant (1),Metropolitan Group Of Companies,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
993.0,661775,Experienced Logo & Graphic Designers,Creatora (Pvt) Ltd,Please refer the advertisement,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
994.0,661774,Insurance executive (Anuradhapura) (1),Jobfactory,Minimum 1-3 years experience in sales,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
995.0,661773,QE Lead / Senior QE Lead,Sysco LABS,Please refer the advertisement ....,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
996.0,661772,QE Lead (Automation),Sysco LABS,Please refer the advertisement ....,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
997.0,661771,Insurance executive (Ambalanthota) (1),Jobfactory,Minimum 1-3 years experience in sales.,Thu Jul 04 2019,,Thu Jul 11 2019,yellow
998.0,661768,RECRUITMENT INTERNSHIP ? TOP URGENT (1),Maritime Placements (Pvt) Ltd,Please refer the Advertisement.,Thu Jul 04 2019,,Sat Jul 06 2019,yellow
999.0,661767,Computer Operator-Colombo 07 (1),Jobfactory,Well conversant in English and in Microsoft Excel software ....,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
1000.0,661766,Credit Controller (1),Hemas Holdings PLC,Please refer Advertisement,Thu Jul 04 2019,,Fri Jul 19 2019,yellow
1001.0,661764,School Leavers -Colombo 07 (1),Jobfactory,Please refer the advertisement ....,Thu Jul 04 2019,,Thu Jul 18 2019,yellow
